,city,max_checkins,locations,total_checkins,UHS,latitude,longitude,text,city_without_state,city_y,population,text2
405,"Lancaster, California",476881,447,1672042,76.39891820899236,40.03788,-76.30551,UHS : 76.39891820899236<br>Checkins :1.672042 million<br>Locations : 447,Lancaster,Lancaster,0.159523,"City : Lancaster, California<br>UHS : 76.39891820899236<br>Population :0.159523 million"
409,"Round Rock, Texas",443106,386,1489265,76.37539323088906,30.508259999999996,-97.6789,UHS : 76.37539323088906<br>Checkins :1.489265 million<br>Locations : 386,Round Rock,Round Rock,0.109821,"City : Round Rock, Texas<br>UHS : 76.37539323088906<br>Population :0.109821 million"
410,"Birmingham, Alabama",1474865,293,4709300,76.36623277344829,33.52066,-86.80249,UHS : 76.36623277344829<br>Checkins :4.7093 million<br>Locations : 293,Birmingham,Birmingham,0.212113,"City : Birmingham, Alabama<br>UHS : 76.36623277344829<br>Population :0.212113 million"
411,"Eugene, Oregon",903956,367,3034979,76.36260415640437,44.05207,-123.08675,UHS : 76.36260415640437<br>Checkins :3.034979 million<br>Locations : 367,Eugene,Eugene,0.15919,"City : Eugene, Oregon<br>UHS : 76.36260415640437<br>Population :0.15919 million"
412,"Lowell, Massachusetts",362679,386,1384743,76.30961124194164,42.63342,-71.31617,UHS : 76.30961124194164<br>Checkins :1.384743 million<br>Locations : 386,Lowell,Lowell,0.108861,"City : Lowell, Massachusetts<br>UHS : 76.30961124194164<br>Population :0.108861 million"
413,"Bellflower, California",198848,277,971137,76.26091890227642,33.881679999999996,-118.11701000000001,UHS : 76.26091890227642<br>Checkins :0.971137 million<br>Locations : 277,Bellflower,Bellflower,0.077593,"City : Bellflower, California<br>UHS : 76.26091890227642<br>Population :0.077593 million"
414,"San Angelo, Texas",368830,331,1020187,76.25935245205045,31.46377,-100.43704,UHS : 76.25935245205045<br>Checkins :1.020187 million<br>Locations : 331,San Angelo,San Angelo,0.097492,"City : San Angelo, Texas<br>UHS : 76.25935245205045<br>Population :0.097492 million"
415,"Clovis, California",267399,377,1547195,76.24035755027647,36.82523,-119.70291999999999,UHS : 76.24035755027647<br>Checkins :1.547195 million<br>Locations : 377,Clovis,Clovis,0.099769,"City : Clovis, California<br>UHS : 76.24035755027647<br>Population :0.099769 million"
417,"Salem, Oregon",578590,356,1658901,76.16446068813028,44.9429,-123.0351,UHS : 76.16446068813028<br>Checkins :1.658901 million<br>Locations : 356,Salem,Salem,0.160614,"City : Salem, Oregon<br>UHS : 76.16446068813028<br>Population :0.160614 million"
419,"Waukegan, Illinois",183324,365,724006,76.16428593133206,42.36363,-87.84479,UHS : 76.16428593133206<br>Checkins :0.724006 million<br>Locations : 365,Waukegan,Waukegan,0.088826,"City : Waukegan, Illinois<br>UHS : 76.16428593133206<br>Population :0.088826 million"
420,"Seattle, Washington",7646738,346,25037420,76.13440202704592,47.60621,-122.33207,UHS : 76.13440202704592<br>Checkins :25.03742 million<br>Locations : 346,Seattle,Seattle,0.652405,"City : Seattle, Washington<br>UHS : 76.13440202704592<br>Population :0.652405 million"
421,"Worcester, Massachusetts",600036,357,2570883,76.07635197712226,42.26259,-71.80229,UHS : 76.07635197712226<br>Checkins :2.570883 million<br>Locations : 357,Worcester,Worcester,0.182544,"City : Worcester, Massachusetts<br>UHS : 76.07635197712226<br>Population :0.182544 million"
422,"Springfield, Illinois",86990,333,728348,76.06693503654847,39.80172,-89.64371,UHS : 76.06693503654847<br>Checkins :0.728348 million<br>Locations : 333,Springfield,Springfield,0.164122,"City : Springfield, Illinois<br>UHS : 76.06693503654847<br>Population :0.164122 million"
427,"Champaign, Illinois",480143,304,1388052,76.04902409996167,40.11642,-88.24338,UHS : 76.04902409996167<br>Checkins :1.388052 million<br>Locations : 304,Champaign,Champaign,0.083424,"City : Champaign, Illinois<br>UHS : 76.04902409996167<br>Population :0.083424 million"
428,"South Gate, California",200454,289,900610,76.04212700280921,33.95474,-118.21202,UHS : 76.04212700280921<br>Checkins :0.90061 million<br>Locations : 289,South Gate,South Gate,0.095677,"City : South Gate, California<br>UHS : 76.04212700280921<br>Population :0.095677 million"
429,"Goodyear, Arizona",34316,306,386742,76.04061622476999,33.435320000000004,-112.35821000000001,UHS : 76.04061622476999<br>Checkins :0.386742 million<br>Locations : 306,Goodyear,Goodyear,0.072864,"City : Goodyear, Arizona<br>UHS : 76.04061622476999<br>Population :0.072864 million"
430,"Denver, Colorado",5650421,358,17653528,75.97072381226008,39.73915,-104.9847,UHS : 75.97072381226008<br>Checkins :17.653528 million<br>Locations : 358,Denver,Denver,0.649495,"City : Denver, Colorado<br>UHS : 75.97072381226008<br>Population :0.649495 million"
431,"Tempe, Arizona",1022170,314,4404304,75.9412156835677,33.414770000000004,-111.90931,UHS : 75.9412156835677<br>Checkins :4.404304 million<br>Locations : 314,Tempe,Tempe,0.168228,"City : Tempe, Arizona<br>UHS : 75.9412156835677<br>Population :0.168228 million"
432,"Visalia, California",387518,334,1410994,75.88033684055354,36.33023,-119.29206,UHS : 75.88033684055354<br>Checkins :1.410994 million<br>Locations : 334,Visalia,Visalia,0.127763,"City : Visalia, California<br>UHS : 75.88033684055354<br>Population :0.127763 million"
433,"Renton, Washington",314617,339,1294183,75.8607553954889,47.48288,-122.21706999999999,UHS : 75.8607553954889<br>Checkins :1.294183 million<br>Locations : 339,Renton,Renton,0.097003,"City : Renton, Washington<br>UHS : 75.8607553954889<br>Population :0.097003 million"
434,"Orange, California",578154,349,2883822,75.82898667116072,33.78779,-117.85311000000002,UHS : 75.82898667116072<br>Checkins :2.883822 million<br>Locations : 349,Orange,Orange,0.139969,"City : Orange, California<br>UHS : 75.82898667116072<br>Population :0.139969 million"
435,"Davie, Florida",203113,344,936279,75.81073590243935,26.06287,-80.2331,UHS : 75.81073590243935<br>Checkins :0.936279 million<br>Locations : 344,Davie,Davie,0.09683,"City : Davie, Florida<br>UHS : 75.81073590243935<br>Population :0.09683 million"
436,"Baltimore, Maryland",3403854,379,13137310,75.78291902984705,39.29038,-76.61219,UHS : 75.78291902984705<br>Checkins :13.13731 million<br>Locations : 379,Baltimore,Baltimore,0.622104,"City : Baltimore, Maryland<br>UHS : 75.78291902984705<br>Population :0.622104 million"
437,"Victorville, California",17079,221,167118,75.76442992376644,34.53611,-117.29116,UHS : 75.76442992376644<br>Checkins :0.167118 million<br>Locations : 221,Victorville,Victorville,0.121096,"City : Victorville, California<br>UHS : 75.76442992376644<br>Population :0.121096 million"
438,"Folsom, California",241749,319,949988,75.64453445727736,38.67796,-121.17606,UHS : 75.64453445727736<br>Checkins :0.949988 million<br>Locations : 319,Folsom,Folsom,0.073098,"City : Folsom, California<br>UHS : 75.64453445727736<br>Population :0.073098 million"
439,"El Monte, California",248893,339,983703,75.61428601925581,34.06862,-118.02757,UHS : 75.61428601925581<br>Checkins :0.983703 million<br>Locations : 339,El Monte,El Monte,0.115708,"City : El Monte, California<br>UHS : 75.61428601925581<br>Population :0.115708 million"
440,"Largo, Florida",273190,329,909485,75.51702337036895,27.90979,-82.78842,UHS : 75.51702337036895<br>Checkins :0.909485 million<br>Locations : 329,Largo,Largo,0.078409,"City : Largo, Florida<br>UHS : 75.51702337036895<br>Population :0.078409 million"
441,"Spokane, Washington",1137813,352,3552881,75.49816613615823,47.659659999999995,-117.42908,UHS : 75.49816613615823<br>Checkins :3.552881 million<br>Locations : 352,Spokane,Spokane,0.210721,"City : Spokane, Washington<br>UHS : 75.49816613615823<br>Population :0.210721 million"
442,"Elk Grove, California",115145,344,786008,75.48867187102421,38.4088,-121.37162,UHS : 75.48867187102421<br>Checkins :0.786008 million<br>Locations : 344,Elk Grove,Elk Grove,0.161007,"City : Elk Grove, California<br>UHS : 75.48867187102421<br>Population :0.161007 million"
443,"Richmond, Virginia",1778140,318,4820926,75.48732338973882,37.55376,-77.46025999999999,UHS : 75.48732338973882<br>Checkins :4.820926 million<br>Locations : 318,Richmond,Richmond,0.214114,"City : Richmond, Virginia<br>UHS : 75.48732338973882<br>Population :0.214114 million"
445,"Thornton, Colorado",66052,372,578029,75.45538372642203,39.86804,-104.97192,UHS : 75.45538372642203<br>Checkins :0.578029 million<br>Locations : 372,Thornton,Thornton,0.127359,"City : Thornton, Colorado<br>UHS : 75.45538372642203<br>Population :0.127359 million"
446,"Melbourne, Florida",102345,304,853972,75.45458164904704,28.08363,-80.60811,UHS : 75.45458164904704<br>Checkins :0.853972 million<br>Locations : 304,Melbourne,Melbourne,0.077508,"City : Melbourne, Florida<br>UHS : 75.45458164904704<br>Population :0.077508 million"
447,"Longmont, Colorado",291691,300,742371,75.43936926415499,40.16721,-105.10193000000001,UHS : 75.43936926415499<br>Checkins :0.742371 million<br>Locations : 300,Longmont,Longmont,0.089919,"City : Longmont, Colorado<br>UHS : 75.43936926415499<br>Population :0.089919 million"
448,"Savannah, Georgia",2220209,244,5704343,75.437171292119,32.08354,-81.09983000000001,UHS : 75.437171292119<br>Checkins :5.704343 million<br>Locations : 244,Savannah,Savannah,0.142772,"City : Savannah, Georgia<br>UHS : 75.437171292119<br>Population :0.142772 million"
449,"Grand Rapids, Michigan",1269133,338,5371712,75.43338138753529,42.963359999999994,-85.66809,UHS : 75.43338138753529<br>Checkins :5.371712 million<br>Locations : 338,Grand Rapids,Grand Rapids,0.192294,"City : Grand Rapids, Michigan<br>UHS : 75.43338138753529<br>Population :0.192294 million"
450,"Appleton, Wisconsin",312025,367,1314245,75.41759717556468,44.26193,-88.41538,UHS : 75.41759717556468<br>Checkins :1.314245 million<br>Locations : 367,Appleton,Appleton,0.073596,"City : Appleton, Wisconsin<br>UHS : 75.41759717556468<br>Population :0.073596 million"
451,"Westminster, Colorado",60482,343,355884,75.3141473064257,39.83665,-105.0372,UHS : 75.3141473064257<br>Checkins :0.355884 million<br>Locations : 343,Westminster,Westminster,0.110945,"City : Westminster, Colorado<br>UHS : 75.3141473064257<br>Population :0.110945 million"
453,"Boca Raton, Florida",136045,315,1674623,75.30202320164001,26.358690000000003,-80.0831,UHS : 75.30202320164001<br>Checkins :1.674623 million<br>Locations : 315,Boca Raton,Boca Raton,0.089407,"City : Boca Raton, Florida<br>UHS : 75.30202320164001<br>Population :0.089407 million"
454,"Santa Monica, California",2230245,370,6568139,75.27249347189516,34.01945,-118.49118999999999,UHS : 75.27249347189516<br>Checkins :6.568139 million<br>Locations : 370,Santa Monica,Santa Monica,0.092472,"City : Santa Monica, California<br>UHS : 75.27249347189516<br>Population :0.092472 million"
455,"Warren, Michigan",31589,330,352030,75.24358719427322,42.49044,-83.01304,UHS : 75.24358719427322<br>Checkins :0.35203 million<br>Locations : 330,Warren,Warren,0.134873,"City : Warren, Michigan<br>UHS : 75.24358719427322<br>Population :0.134873 million"
457,"North Las Vegas, Nevada",106931,254,509401,75.19184296850615,36.17497,-115.13722,UHS : 75.19184296850615<br>Checkins :0.509401 million<br>Locations : 254,North Las Vegas,North Las Vegas,0.226877,"City : North Las Vegas, Nevada<br>UHS : 75.19184296850615<br>Population :0.226877 million"
458,"Bridgeport, Connecticut",401654,380,1207668,75.07502061824938,41.16704,-73.20483,UHS : 75.07502061824938<br>Checkins :1.207668 million<br>Locations : 380,Bridgeport,Bridgeport,0.147216,"City : Bridgeport, Connecticut<br>UHS : 75.07502061824938<br>Population :0.147216 million"
459,"Oakland, California",2072948,324,5600551,75.06654255983027,37.80437,-122.2708,UHS : 75.06654255983027<br>Checkins :5.600551 million<br>Locations : 324,Oakland,Oakland,0.406253,"City : Oakland, California<br>UHS : 75.06654255983027<br>Population :0.406253 million"
460,"Daly City, California",346093,406,2165283,75.05323784466049,37.70577,-122.46191999999999,UHS : 75.05323784466049<br>Checkins :2.165283 million<br>Locations : 406,Daly City,Daly City,0.104739,"City : Daly City, California<br>UHS : 75.05323784466049<br>Population :0.104739 million"
461,"Henderson, Nevada",59225,289,379575,75.05025357307515,36.0397,-114.98194,UHS : 75.05025357307515<br>Checkins :0.379575 million<br>Locations : 289,Henderson,Henderson,0.270811,"City : Henderson, Nevada<br>UHS : 75.05025357307515<br>Population :0.270811 million"
462,"Gulfport, Mississippi",54266,262,515500,75.03472356935015,30.367420000000003,-89.09281999999999,UHS : 75.03472356935015<br>Checkins :0.5155 million<br>Locations : 262,Gulfport,Gulfport,0.071012,"City : Gulfport, Mississippi<br>UHS : 75.03472356935015<br>Population :0.071012 million"
463,"Scranton, Pennsylvania",352200,350,1411169,75.02744178762428,41.40916,-75.6649,UHS : 75.02744178762428<br>Checkins :1.411169 million<br>Locations : 350,Scranton,Scranton,0.075806,"City : Scranton, Pennsylvania<br>UHS : 75.02744178762428<br>Population :0.075806 million"
464,"Sandy Springs, Georgia",284113,294,1106936,75.01589974488137,33.92427,-84.37854,UHS : 75.01589974488137<br>Checkins :1.106936 million<br>Locations : 294,Sandy Springs,Sandy Springs,0.09977,"City : Sandy Springs, Georgia<br>UHS : 75.01589974488137<br>Population :0.09977 million"
465,"Sunnyvale, California",464396,333,1407881,74.94823781271286,37.368829999999996,-122.03635,UHS : 74.94823781271286<br>Checkins :1.407881 million<br>Locations : 333,Sunnyvale,Sunnyvale,0.147559,"City : Sunnyvale, California<br>UHS : 74.94823781271286<br>Population :0.147559 million"
466,"Ann Arbor, Michigan",1238670,304,4714947,74.94171196410055,42.27756,-83.74088,UHS : 74.94171196410055<br>Checkins :4.714947 million<br>Locations : 304,Ann Arbor,Ann Arbor,0.117025,"City : Ann Arbor, Michigan<br>UHS : 74.94171196410055<br>Population :0.117025 million"
467,"Nashville-Davidson, Tennessee",6652709,404,21046179,74.92097734225295,36.165890000000005,-86.78444,UHS : 74.92097734225295<br>Checkins :21.046179 million<br>Locations : 404,Nashville-Davidson,Nashville-Davidson,0.634464,"City : Nashville-Davidson, Tennessee<br>UHS : 74.92097734225295<br>Population :0.634464 million"
468,"Chicago, Illinois",18652615,354,42397111,74.88831255507009,41.85003,-87.65005,UHS : 74.88831255507009<br>Checkins :42.397111 million<br>Locations : 354,Chicago,Chicago,2.718782,"City : Chicago, Illinois<br>UHS : 74.88831255507009<br>Population :2.718782 million"
469,"Little Rock, Arkansas",225617,322,1307185,74.84051607079336,34.74648,-92.28959,UHS : 74.84051607079336<br>Checkins :1.307185 million<br>Locations : 322,Little Rock,Little Rock,0.197357,"City : Little Rock, Arkansas<br>UHS : 74.84051607079336<br>Population :0.197357 million"
470,"Lafayette, Indiana",307800,353,816669,74.7918679416018,30.224090000000004,-92.01984,UHS : 74.7918679416018<br>Checkins :0.816669 million<br>Locations : 353,Lafayette,Lafayette,0.124276,"City : Lafayette, Indiana<br>UHS : 74.7918679416018<br>Population :0.124276 million"
472,"New Haven, Connecticut",681952,337,3189108,74.77053144641071,41.30815,-72.92815999999999,UHS : 74.77053144641071<br>Checkins :3.189108 million<br>Locations : 337,New Haven,New Haven,0.13066,"City : New Haven, Connecticut<br>UHS : 74.77053144641071<br>Population :0.13066 million"
473,"Lee's Summit, Missouri",178457,316,755684,74.71945945659826,38.91084,-94.38217,UHS : 74.71945945659826<br>Checkins :0.755684 million<br>Locations : 316,Lee's Summit,Lee's Summit,0.093184,"City : Lee's Summit, Missouri<br>UHS : 74.71945945659826<br>Population :0.093184 million"
474,"Bellingham, Washington",558358,314,1585976,74.60938879276861,48.75955,-122.48822,UHS : 74.60938879276861<br>Checkins :1.585976 million<br>Locations : 314,Bellingham,Bellingham,0.082631,"City : Bellingham, Washington<br>UHS : 74.60938879276861<br>Population :0.082631 million"
475,"Minneapolis, Minnesota",3099735,375,13281271,74.60172298268742,44.97997,-93.26384,UHS : 74.60172298268742<br>Checkins :13.281271 million<br>Locations : 375,Minneapolis,Minneapolis,0.40007,"City : Minneapolis, Minnesota<br>UHS : 74.60172298268742<br>Population :0.40007 million"
476,"Midland, Texas",27135,365,335953,74.38808404747093,31.99735,-102.07791,UHS : 74.38808404747093<br>Checkins :0.335953 million<br>Locations : 365,Midland,Midland,0.123933,"City : Midland, Texas<br>UHS : 74.38808404747093<br>Population :0.123933 million"
478,"Fall River, Massachusetts",220445,338,1126342,74.38380172274496,41.70149,-71.15505,UHS : 74.38380172274496<br>Checkins :1.126342 million<br>Locations : 338,Fall River,Fall River,0.088697,"City : Fall River, Massachusetts<br>UHS : 74.38380172274496<br>Population :0.088697 million"
479,"San Diego, California",10523031,362,24346661,74.36288286102148,32.715709999999994,-117.16471999999999,UHS : 74.36288286102148<br>Checkins :24.346661 million<br>Locations : 362,San Diego,San Diego,1.355896,"City : San Diego, California<br>UHS : 74.36288286102148<br>Population :1.355896 million"
480,"Upland, California",231715,323,1118727,74.33860092766153,34.09751,-117.64838999999999,UHS : 74.33860092766153<br>Checkins :1.118727 million<br>Locations : 323,Upland,Upland,0.075413,"City : Upland, California<br>UHS : 74.33860092766153<br>Population :0.075413 million"
481,"Santa Barbara, California",1916920,318,4321092,74.33315467479053,34.42083,-119.69819,UHS : 74.33315467479053<br>Checkins :4.321092 million<br>Locations : 318,Santa Barbara,Santa Barbara,0.090412,"City : Santa Barbara, California<br>UHS : 74.33315467479053<br>Population :0.090412 million"
482,"Medford, Oregon",316796,383,1045005,74.31208463117402,42.32652,-122.87558999999999,UHS : 74.31208463117402<br>Checkins :1.045005 million<br>Locations : 383,Medford,Medford,0.077677,"City : Medford, Oregon<br>UHS : 74.31208463117402<br>Population :0.077677 million"
484,"McAllen, Texas",860187,354,3575517,74.2625751744433,26.20341,-98.23001,UHS : 74.2625751744433<br>Checkins :3.575517 million<br>Locations : 354,McAllen,McAllen,0.136639,"City : McAllen, Texas<br>UHS : 74.2625751744433<br>Population :0.136639 million"
485,"Austin, Texas",7963972,379,20091324,74.24850149248502,30.26715,-97.74306,UHS : 74.24850149248502<br>Checkins :20.091324 million<br>Locations : 379,Austin,Austin,0.8854,"City : Austin, Texas<br>UHS : 74.24850149248502<br>Population :0.8854 million"
486,"Bellevue, Washington",573441,260,2667817,74.24744650776272,47.61038,-122.20068,UHS : 74.24744650776272<br>Checkins :2.667817 million<br>Locations : 260,Bellevue,Bellevue,0.133992,"City : Bellevue, Washington<br>UHS : 74.24744650776272<br>Population :0.133992 million"
488,"Broken Arrow, Oklahoma",117050,398,1020048,73.95848038523677,36.0526,-95.79082,UHS : 73.95848038523677<br>Checkins :1.020048 million<br>Locations : 398,Broken Arrow,Broken Arrow,0.1035,"City : Broken Arrow, Oklahoma<br>UHS : 73.95848038523677<br>Population :0.1035 million"
489,"Alexandria, Virginia",866502,358,2691584,73.87850425622979,38.804840000000006,-77.04692,UHS : 73.87850425622979<br>Checkins :2.691584 million<br>Locations : 358,Alexandria,Alexandria,0.148892,"City : Alexandria, Virginia<br>UHS : 73.87850425622979<br>Population :0.148892 million"
491,"Omaha, Nebraska",73648,320,821559,73.81551416270773,41.25626,-95.94043,UHS : 73.81551416270773<br>Checkins :0.821559 million<br>Locations : 320,Omaha,Omaha,0.434353,"City : Omaha, Nebraska<br>UHS : 73.81551416270773<br>Population :0.434353 million"
492,"Beaverton, Oregon",461341,331,1502921,73.80680687807276,45.48706,-122.80371000000001,UHS : 73.80680687807276<br>Checkins :1.502921 million<br>Locations : 331,Beaverton,Beaverton,0.093542,"City : Beaverton, Oregon<br>UHS : 73.80680687807276<br>Population :0.093542 million"
493,"Roswell, Georgia",305498,305,1026248,73.77018030729414,34.02316,-84.36159,UHS : 73.77018030729414<br>Checkins :1.026248 million<br>Locations : 305,Roswell,Roswell,0.094034,"City : Roswell, Georgia<br>UHS : 73.77018030729414<br>Population :0.094034 million"
495,"Redwood City, California",356151,321,1467328,73.71160367688752,37.48522,-122.23635,UHS : 73.71160367688752<br>Checkins :1.467328 million<br>Locations : 321,Redwood City,Redwood City,0.080872,"City : Redwood City, California<br>UHS : 73.71160367688752<br>Population :0.080872 million"
496,"San Bernardino, California",143737,296,660148,73.69408072129279,34.108340000000005,-117.28976999999999,UHS : 73.69408072129279<br>Checkins :0.660148 million<br>Locations : 296,San Bernardino,San Bernardino,0.213708,"City : San Bernardino, California<br>UHS : 73.69408072129279<br>Population :0.213708 million"
497,"Garden Grove, California",468044,338,1609880,73.61300221134495,33.77391,-117.94145,UHS : 73.61300221134495<br>Checkins :1.60988 million<br>Locations : 338,Garden Grove,Garden Grove,0.17514,"City : Garden Grove, California<br>UHS : 73.61300221134495<br>Population :0.17514 million"
498,"Raleigh, North Carolina",2316018,316,5976576,73.42021585603531,35.7721,-78.63861,UHS : 73.42021585603531<br>Checkins :5.976576 million<br>Locations : 316,Raleigh,Raleigh,0.431746,"City : Raleigh, North Carolina<br>UHS : 73.42021585603531<br>Population :0.431746 million"
499,"Arlington Heights, Illinois",100586,246,472959,73.29535964005338,42.088359999999994,-87.98063,UHS : 73.29535964005338<br>Checkins :0.472959 million<br>Locations : 246,Arlington Heights,Arlington Heights,0.075994,"City : Arlington Heights, Illinois<br>UHS : 73.29535964005338<br>Population :0.075994 million"
500,"Glendale, California",565757,293,4165816,73.28420170261961,33.53865,-112.18598999999999,UHS : 73.28420170261961<br>Checkins :4.165816 million<br>Locations : 293,Glendale,Glendale,0.234632,"City : Glendale, California<br>UHS : 73.28420170261961<br>Population :0.234632 million"
502,"Evansville, Indiana",248582,326,903182,73.2438201824217,37.974759999999996,-87.55585,UHS : 73.2438201824217<br>Checkins :0.903182 million<br>Locations : 326,Evansville,Evansville,0.12031,"City : Evansville, Indiana<br>UHS : 73.2438201824217<br>Population :0.12031 million"
503,"Portland, Oregon",4932146,427,14865198,73.2368112419357,45.52345,-122.67621000000001,UHS : 73.2368112419357<br>Checkins :14.865198 million<br>Locations : 427,Portland,Portland,0.609456,"City : Portland, Oregon<br>UHS : 73.2368112419357<br>Population :0.609456 million"
505,"Vacaville, California",297164,328,1194956,73.08955308814717,38.35658,-121.98773999999999,UHS : 73.08955308814717<br>Checkins :1.194956 million<br>Locations : 328,Vacaville,Vacaville,0.094275,"City : Vacaville, California<br>UHS : 73.08955308814717<br>Population :0.094275 million"
506,"Grand Prairie, Texas",52322,336,417248,72.9508589615768,32.74596,-96.99778,UHS : 72.9508589615768<br>Checkins :0.417248 million<br>Locations : 336,Grand Prairie,Grand Prairie,0.183372,"City : Grand Prairie, Texas<br>UHS : 72.9508589615768<br>Population :0.183372 million"
507,"Charlotte, North Carolina",4381514,373,10152901,72.65371739564878,18.3419,-64.9307,UHS : 72.65371739564878<br>Checkins :10.152901 million<br>Locations : 373,Charlotte,Charlotte,0.792862,"City : Charlotte, North Carolina<br>UHS : 72.65371739564878<br>Population :0.792862 million"
508,"San Buenaventura (Ventura), California",54063,348,800497,72.59102782396437,34.27834,-119.29316999999999,UHS : 72.59102782396437<br>Checkins :0.800497 million<br>Locations : 348,San Buenaventura (Ventura),San Buenaventura (Ventura),0.108817,"City : San Buenaventura (Ventura), California<br>UHS : 72.59102782396437<br>Population :0.108817 million"
509,"Edinburg, Texas",391847,354,1126961,72.48547199060127,26.301740000000002,-98.16334,UHS : 72.48547199060127<br>Checkins :1.126961 million<br>Locations : 354,Edinburg,Edinburg,0.080836,"City : Edinburg, Texas<br>UHS : 72.48547199060127<br>Population :0.080836 million"
510,"Davenport, Iowa",356518,361,1470981,72.46878103796038,41.52364,-90.57764,UHS : 72.46878103796038<br>Checkins :1.470981 million<br>Locations : 361,Davenport,Davenport,0.102157,"City : Davenport, Iowa<br>UHS : 72.46878103796038<br>Population :0.102157 million"
511,"Costa Mesa, California",129137,374,1736204,72.38533029528789,33.64113,-117.91866999999999,UHS : 72.38533029528789<br>Checkins :1.736204 million<br>Locations : 374,Costa Mesa,Costa Mesa,0.112174,"City : Costa Mesa, California<br>UHS : 72.38533029528789<br>Population :0.112174 million"
512,"New Orleans, Louisiana",6839310,354,25763786,72.38017735436864,29.95465,-90.07507,UHS : 72.38017735436864<br>Checkins :25.763786 million<br>Locations : 354,New Orleans,New Orleans,0.378715,"City : New Orleans, Louisiana<br>UHS : 72.38017735436864<br>Population :0.378715 million"
513,"Athens-Clarke County, Georgia",154995,240,1104319,72.34458521496053,33.96095,-83.37794,UHS : 72.34458521496053<br>Checkins :1.104319 million<br>Locations : 240,Athens-Clarke County,Athens-Clarke County,0.11998,"City : Athens-Clarke County, Georgia<br>UHS : 72.34458521496053<br>Population :0.11998 million"
514,"Elizabeth, New Jersey",491137,364,1497326,72.24799409079921,40.663990000000005,-74.2107,UHS : 72.24799409079921<br>Checkins :1.497326 million<br>Locations : 364,Elizabeth,Elizabeth,0.127558,"City : Elizabeth, New Jersey<br>UHS : 72.24799409079921<br>Population :0.127558 million"
515,"North Charleston, South Carolina",14770,315,181556,72.0940095617881,32.77657,-79.93092,UHS : 72.0940095617881<br>Checkins :0.181556 million<br>Locations : 315,North Charleston,North Charleston,0.104054,"City : North Charleston, South Carolina<br>UHS : 72.0940095617881<br>Population :0.104054 million"
516,"Alameda, California",334698,337,1458054,72.04595988900275,37.765209999999996,-122.24163999999999,UHS : 72.04595988900275<br>Checkins :1.458054 million<br>Locations : 337,Alameda,Alameda,0.076419,"City : Alameda, California<br>UHS : 72.04595988900275<br>Population :0.076419 million"
517,"Asheville, North Carolina",1349323,343,4184901,72.03735524448489,35.60095,-82.55402,UHS : 72.03735524448489<br>Checkins :4.184901 million<br>Locations : 343,Asheville,Asheville,0.087236,"City : Asheville, North Carolina<br>UHS : 72.03735524448489<br>Population :0.087236 million"
518,"Cicero, Illinois",130118,317,725471,71.84835782546787,41.84559,-87.75394,UHS : 71.84835782546787<br>Checkins :0.725471 million<br>Locations : 317,Cicero,Cicero,0.084103,"City : Cicero, Illinois<br>UHS : 71.84835782546787<br>Population :0.084103 million"
519,"Mobile, Alabama",422914,199,1403896,71.74769356134642,30.694359999999996,-88.04305,UHS : 71.74769356134642<br>Checkins :1.403896 million<br>Locations : 199,Mobile,Mobile,0.194899,"City : Mobile, Alabama<br>UHS : 71.74769356134642<br>Population :0.194899 million"
520,"Anaheim, California",245790,269,1206396,71.72354682873618,33.83529,-117.9145,UHS : 71.72354682873618<br>Checkins :1.206396 million<br>Locations : 269,Anaheim,Anaheim,0.345012,"City : Anaheim, California<br>UHS : 71.72354682873618<br>Population :0.345012 million"
521,"Boynton Beach, Florida",110863,357,1028242,71.55815459784759,26.52535,-80.06643000000001,UHS : 71.55815459784759<br>Checkins :1.028242 million<br>Locations : 357,Boynton Beach,Boynton Beach,0.071097,"City : Boynton Beach, Florida<br>UHS : 71.55815459784759<br>Population :0.071097 million"
522,"Carson, California",106454,291,1181406,71.50471556772186,39.1638,-119.7674,UHS : 71.50471556772186<br>Checkins :1.181406 million<br>Locations : 291,Carson,Carson,0.092599,"City : Carson, California<br>UHS : 71.50471556772186<br>Population :0.092599 million"
523,"Jacksonville, North Carolina",22890,277,210011,71.46339953621477,30.332179999999997,-81.65565,UHS : 71.46339953621477<br>Checkins :0.210011 million<br>Locations : 277,Jacksonville,Jacksonville,0.842583,"City : Jacksonville, North Carolina<br>UHS : 71.46339953621477<br>Population :0.842583 million"
525,"Warner Robins, Georgia",31632,288,239639,71.3360513105129,32.61574,-83.62664000000001,UHS : 71.3360513105129<br>Checkins :0.239639 million<br>Locations : 288,Warner Robins,Warner Robins,0.072531,"City : Warner Robins, Georgia<br>UHS : 71.3360513105129<br>Population :0.072531 million"
526,"Amarillo, Texas",82480,274,591831,71.23384885212164,35.222,-101.8313,UHS : 71.23384885212164<br>Checkins :0.591831 million<br>Locations : 274,Amarillo,Amarillo,0.196429,"City : Amarillo, Texas<br>UHS : 71.23384885212164<br>Population :0.196429 million"
527,"Modesto, California",156349,276,1209567,71.22937381724203,37.6391,-120.99688,UHS : 71.22937381724203<br>Checkins :1.209567 million<br>Locations : 276,Modesto,Modesto,0.204933,"City : Modesto, California<br>UHS : 71.22937381724203<br>Population :0.204933 million"
